"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Year","Gregorian year","Mintmark","Quantity","Grade","Collection","Public comment"
"Croatia","Croatia","Kuna (1994-date)","0.5","KM# 8","N# 1987","50 Lipa (Croatian text)","Standard circulation coin","1993-2021","Round","Nickel plated steel (Plating: 95% Iron, 5% Nickel)","3.65","20.5","1.63","1993","1993","","1","XF","Europe",""
"Croatia","Croatia","Kuna (1994-date)","1","KM# 9.1","N# 1988","1 Kuna (Croatian text)","Standard circulation coin","1993-2021","Round","Nickel brass (65% Copper, 23.2% Zinc, 11.8% Nickel)","5","22.5","1.7","2017","2017",".","1","XF","Europe",""
"Croatia","Croatia","Kuna (1994-date)","2","KM# 10","N# 301","2 Kune (Croatian text)","Standard circulation coin","1993-2021","Round","Nickel brass (65% Copper, 23.2% Zinc, 11.8% Nickel)","6.2","24.5","1.73","2013","2013",".","1","XF","Europe",""
"Croatia","Croatia","Kuna (1994-date)","5","KM# 11","N# 2378","5 Kuna (Croatian text)","Standard circulation coin","1993-2021","Round","Nickel brass (63.1% Copper, 23.2% Nickel, 13.7% Zinc)","7.45","26.5","1.8","2009","2009",".","1","XF","Europe",""
"Cuba","Cuba","Convertible peso (1994-2020)","0.05","KM# 575","N# 960","5 Centavos","Standard circulation coin","1994-2018","Round","Nickel plated steel","2.65","18","1.5","2000","2000","","1","XF","South America / Caribbean",""
"Cuba","Cuba","Convertible peso (1994-2020)","0.1","KM# 576","N# 1054","10 Centavos","Standard circulation coin","1994-2018","Round","Nickel plated steel","4","20","1.8","1994","1994","","1","XF","South America / Caribbean",""
"Cuba","Cuba","Convertible peso (1994-2020)","0.25","KM# 577","N# 1056","25 Centavos","Standard circulation coin","1994-2018","Round","Nickel plated steel","5.65","23","1.8","2006","2006","","1","XF","South America / Caribbean",""
"Cuba","Cuba","Convertible peso (1994-2020)","0.5","KM# 578","N# 2439","50 Centavos","Standard circulation coin","1994-2018","Round","Nickel plated steel","7.5","25","2","2016","2016","","1","AU","South America / Caribbean",""
"Cuba","Cuba","Convertible peso (1994-2020)","1","KM# 579","N# 2604","1 Peso","Standard circulation coin","1994-2018","Round","Nickel plated steel","8.5","27","2","2016","2016","","1","AU","South America / Caribbean",""
"Cyprus","Cyprus","Pound (decimalized, 1955-1982)","0.001","KM# 38","N# 5646","1 Mil","Standard circulation coin","1963-1972","Dodecagonal (12-sided)","Aluminium","0.75","18.5","1.77","1963","1963","","1","XF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1955-1982)","0.003","KM# 33","N# 1035","3 Mils - Elizabeth II (1st portrait)","Standard circulation coin","1955","Round","Bronze","2.83","20","1.2","1955","1955","","1","VF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1955-1982)","0.005","KM# 34","N# 986","5 Mils - Elizabeth II (1st portrait)","Standard circulation coin","1955-1956","Round","Bronze","5.64","25.41","1.49","1955","1955","","1","VF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1955-1982)","0.005","KM# 39","N# 976","5 Mils","Standard circulation coin","1963-1980","Round","Bronze (Cu 97, Sn 0.5, Zn 2.5)","5.67","26","1.4","1980","1980","","1","VF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1955-1982)","0.025","KM# 40","N# 3605","25 Mils","Standard circulation coin","1963-1982","Round","Copper-nickel","2.83","19.41","1.3","1981","1981","","1","XF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1955-1982)","0.05","KM# 36","N# 6950","50 Mils - Elizabeth II (1st portrait)","Standard circulation coin","1955","Round","Copper-nickel","5.65","23.5","1.6","1955","1955","","1","VF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.005","KM# 52","N# 2731","½ Cent","Standard circulation coin","1983","Dodecagonal (12-sided)","Aluminium","1.2","20","1.8","1983","1983","","1","XF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.01","KM# 53.3","N# 156147","1 Cent (Type 2 coat of arms)","Standard circulation coin","1991-2004","Round","Nickel brass","2","16.5","1.35","2004","2004","","1","XF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.02","KM# 54.3","N# 156084","2 Cents (Type 2 coat of arms)","Standard circulation coin","1991-2004","Round","Nickel brass","2.5","19","1.25","2004","2004","","1","AU","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.05","KM# 55.3","N# 155992","5 Cents (Type 2 coat of arms)","Standard circulation coin","1991-2004","Round","Nickel brass","3.75","22","1.4","2004","2004","","1","XF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.1","KM# 56.3","N# 155943","10 Cents (Type 2 coat of arms)","Standard circulation coin","1991-2004","Round","Nickel brass","5.5","24.5","1.7","2004","2004","","1","XF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.2","KM# 57.1","N# 1946","20 Cents (Solid value number)","Standard circulation coin","1983","Round","Nickel brass","7.75","27.25","1.76","1983","1983","","1","VF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.2","KM# 62.2","N# 155624","20 Cents (Type 2 coat of arms)","Standard circulation coin","1991-2004","Round","Nickel brass","7.75","27.25","1.8","2001","2001","","1","XF","Europe",""
"Cyprus","Cyprus","Pound (decimalized, 1983-2007)","0.5","KM# 66","N# 1379","50 Cents (Abduction of Europa - Copper-Nickel)","Standard circulation coin","1991-2004","Equilaterally curved heptagon (7-sided)","Copper-nickel","7","26","1.5","1994","1994","","1","XF","Europe",""
"Cyprus","Cyprus","Euro (2008-date)","0.01","KM# 78","N# 2173","1 Euro Cent","Standard circulation coin","2008-2021","Round","Copper plated steel","2.3","16.25","1.67","2016","2016","","1","AU","Euro Booklet",""
"Cyprus","Cyprus","Euro (2008-date)","0.02","KM# 79","N# 2174","2 Euro Cent","Standard circulation coin","2008-2021","Round","Copper plated steel","3.06","18.75","1.67","2008","2008","","1","AU","Euro Booklet",""
"Cyprus","Cyprus","Euro (2008-date)","0.02","KM# 79","N# 2174","2 Euro Cent","Standard circulation coin","2008-2021","Round","Copper plated steel","3.06","18.75","1.67","2009","2009","","1","AU","Europe",""
"Cyprus","Cyprus","Euro (2008-date)","0.05","KM# 80","N# 2175","5 Euro Cent","Standard circulation coin","2008-2021","Round","Copper plated steel","3.92","21.25","1.67","2012","2012","","1","AU","Euro Booklet",""
"Cyprus","Cyprus","Euro (2008-date)","0.1","KM# 81","N# 2176","10 Euro Cent","Standard circulation coin","2008-2021","Round","Nordic gold","4.1","19.75","1.93","2008","2008","","1","AU","Euro Booklet",""
"Cyprus","Cyprus","Euro (2008-date)","0.2","KM# 82","N# 2177","20 Euro Cent","Standard circulation coin","2008-2021","Round","Nordic gold","5.74","22.25","2.14","2008","2008","","1","AU","Euro Booklet",""
"Cyprus","Cyprus","Euro (2008-date)","0.2","KM# 82","N# 2177","20 Euro Cent","Standard circulation coin","2008-2021","Round","Nordic gold","5.74","22.25","2.14","2009","2009","","1","AU","Europe",""
"Cyprus","Cyprus","Euro (2008-date)","0.5","KM# 83","N# 2178","50 Euro Cent","Standard circulation coin","2008-2021","Round","Nordic gold","7.8","24.25","2.38","2008","2008","","1","AU","Euro Booklet",""
"Cyprus","Cyprus","Euro (2008-date)","1","KM# 84","N# 2179","1 Euro","Standard circulation coin","2008-2021","Round","Bimetallic: copper-nickel clad nickel center in nickel brass ring","7.5","23.25","2.33","2008","2008","","1","XF","Euro Booklet",""
"Cyprus","Cyprus","Euro (2008-date)","2","KM# 85","N# 2180","2 Euro","Standard circulation coin","2008-2021","Round","Bimetallic: nickel brass clad nickel center in copper-nickel ring","8.5","25.75","2.2","2018","2018","","1","AU","Euro Booklet",""
"Czech Republic","Czech Republic","Koruna (1993-date)","1","KM# 7","N# 2150","1 Koruna","Standard circulation coin","1993-2021","Round","Nickel plated steel","3.6","20","1.85","2006","2006","b","1","VF","Europe",""
"Czech Republic","Czech Republic","Koruna (1993-date)","5","KM# 8","N# 2149","5 Korun","Standard circulation coin","1993-2021","Round","Nickel plated steel","4.8","23","1.85","1993","1993","(L)","1","XF","Europe",""
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","0.1","KM# 80","N# 3274","10 Haléřů","Standard circulation coin","1974-1990","Round","Aluminium","0.92","18.2","1.6","1982","1982","","1","F","Europe",""
"Czechoslovakia","Czechoslovakia","Koruna (1953-1992)","0.2","KM# 74","N# 2021","20 Haléřů","Standard circulation coin","1972-1990","Round","Nickel brass","2.6","19.5","1.5","1977","1977","","1","F","Europe",""
"Denmark","Denmark","Krone (1873-date)","0.05","KM# 859","N# 1407","5 Øre - Margrethe II","Standard circulation coin","1973-1988","Round","Copper clad iron","1.6","15.5","1","1976","1976","S♥B","1","VF","Europe",""
"Denmark","Denmark","Krone (1873-date)","0.05","KM# 859","N# 1407","5 Øre - Margrethe II","Standard circulation coin","1973-1988","Round","Copper clad iron","1.6","15.5","1","1978","1978","S♥B","1","VF","Europe",""
"Denmark","Denmark","Krone (1873-date)","0.1","KM# 849","N# 981","10 Øre - Frederik IX","Standard circulation coin","1960-1972","Round","Copper-nickel","3","18","1.52","1970","1970","C♥S","1","VF","Europe",""
"Denmark","Denmark","Krone (1873-date)","0.1","KM# 860","N# 1423","10 Øre - Margrethe II","Standard circulation coin","1973-1988","Round","Copper-nickel","3","18","1.44","1975","1975","S♥B","1","VF","Europe",""
"Denmark","Denmark","Krone (1873-date)","0.1","KM# 860","N# 1423","10 Øre - Margrethe II","Standard circulation coin","1973-1988","Round","Copper-nickel","3","18","1.44","1978","1978","S♥B","1","XF","Europe",""
"Denmark","Denmark","Krone (1873-date)","0.25","KM# 855","N# 971","25 Øre - Frederik IX","Standard circulation coin","1966-1972","Round with a hole","Copper-nickel","4.23","22.97","1.49","1969","1969","C♥S","1","VF","Europe",""
"Denmark","Denmark","Krone (1873-date)","1","KM# 862","N# 1416","1 Krone - Margrethe II","Standard circulation coin","1973-1989","Round","Copper-nickel","6.8","25.5","1.6","1979","1979","B♥B","1","XF","Europe",""
"Denmark","Denmark","Krone (1873-date)","1","KM# 873","N# 1417","1 Krone - Margrethe II","Standard circulation coin","1992-2021","Round with a hole","Copper-nickel","3.6","20.15","1.6","2001","2001","LG;JP;A","1","VF","Europe",""
"Denmark","Denmark","Krone (1873-date)","2","KM# 874","N# 1419","2 Kroner - Margrethe II","Standard circulation coin","1992-2021","Round with a hole","Copper-nickel","5.9","24.5","1.8","1992","1992","LG;JP;A","1","VF","Europe",""
"Denmark","Denmark","Krone (1873-date)","2","KM# 874","N# 1419","2 Kroner - Margrethe II","Standard circulation coin","1992-2021","Round with a hole","Copper-nickel","5.9","24.5","1.8","2006","2006","","1","XF","Europe",""
"Denmark","Denmark","Krone (1873-date)","5","KM# 869","N# 1422","5 Kroner - Margrethe II","Standard circulation coin","1990-2021","Round with a hole","Copper-nickel","9.2","28.5","2","2001","2001","LG;JP;A","1","VF","Europe",""
"Dominican Republic","Dominican Republic","Peso oro (1937-date)","1","KM# 80","N# 836","1 Peso (non-magnetic)","Standard circulation coin","1991-2008","Hendecagonal (11-sided)","Brass","6.5","25","2","2002","2002","","1","VF","South America / Caribbean",""
"Dominican Republic","Dominican Republic","Peso oro (1937-date)","10","KM# 106","N# 2401","10 Pesos","Standard circulation coin","2005-2016","Round","Bimetallic: brass center in copper-nickel ring","8","27","2","2010","2010","","1","F","South America / Caribbean",""
"Eastern Caribbean States","Eastern Caribbean States","Dollar (1965-date)","0.25","KM# 14","N# 1298","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1981-2000","Round","Copper-nickel","6.48","23.98","1.8","1994","1994","","1","VF","South America / Caribbean",""
"Ecuador","Ecuador","Sucre (1884-2000)","1","KM# 85","N# 4686","1 Sucre","Standard circulation coin","1985-1986","Round","Nickel clad steel","6.6","26","1.9","1986","1986","","1","XF","South America / Caribbean",""
"Ecuador","Ecuador","U.S. dollar (2000-date)","0.25","KM# 107","N# 3373","25 Centavos","Standard circulation coin","2000","Round","Stainless steel","5.8","24.2","1.75","2000","2000","","1","XF","South America / Caribbean",""
"Egypt","Egypt","Pound (1916-date)","0.01","KM# 446","N# 6800","10 Milliemes (FAO)","Circulating commemorative coin","1975","Round","Brass","3.2","21","1.5","1395","1975","","1","VF","World Coins / Other",""
"Egypt","Egypt","Pound (1916-date)","0.01","KM# 553","N# 1817","1 Qirsh","Standard circulation coin","1984","Round","Aluminium-bronze","2","18.2","1.25","1404","1984","","1","XF","World Coins / Other",""
"Egypt","Egypt","Pound (1916-date)","0.5","KM# 942.2","N# 9329","50 Qirsh / Piastres (small type; magnetic)","Standard circulation coin","2007-2021","Round","Brass plated steel","6.5","23","2.3","1429","2008","","1","VF","World Coins / Other",""
"Egypt","Egypt","Pound (1916-date)","1","KM# 940a","N# 26558","1 Pound (magnetic)","Standard circulation coin","2005-2020","Round","Bimetallic: brass plated steel center in nickel plated steel ring","8.5","25","2.5","1429","2008","","1","VF","World Coins / Other",""
"El Salvador","El Salvador","Colón (1919-2001)","0.25","KM# 139","N# 5582","25 Centavos","Standard circulation coin","1970-1977","Round","Nickel","2.5","17.8","1.3","1970","1970","","1","XF","South America / Caribbean",""
"Equatorial African states","Equatorial African states","CFA franc (French Equatorial Africa, 1945-1960)","10","KM# 11","N# 3468","10 Francs","Standard circulation coin","1958","Round","Aluminium-bronze","4","23.5","1.5","1958","1958","","1","VF","World Coins / Other",""
"Estonia","Estonia","New kroon (1992-2011)","0.5","KM# 24","N# 2782","50 Senti","Standard circulation coin","1992-2007","Round","Aluminium-bronze","2.99","19.5","1.45","2004","2004","","1","XF","Europe",""
"Finland","Finland","New markka (1963-2001)","0.01","KM# 44a","N# 3280","1 Penni","Standard circulation coin","1969-1979","Round","Aluminium","0.45","15.75","1","1973","1973","","1","VF","Europe",""
"Finland","Finland","New markka (1963-2001)","0.1","KM# 46a","N# 3281","10 Penniä","Standard circulation coin","1983-1990","Round","Aluminium","1","20","1.57","1984","1984","N","1","F","Europe",""
"Finland","Finland","New markka (1963-2001)","0.1","KM# 65","N# 1008","10 Penniä","Standard circulation coin","1990-2001","Round","Copper-nickel","1.8","16.3","1","1991","1991","M","1","VF","Europe",""
"Finland","Finland","New markka (1963-2001)","0.5","KM# 66","N# 4390","50 Penniä","Standard circulation coin","1990-2001","Round","Copper-nickel","3.3","19.7","1.57","1991","1991","M","1","XF","Europe",""
"France","France","Franc (1795-1959)","2","F# 269","N# 677","2 Francs","Standard circulation coin","1941-1959","Round","Aluminium-magnesium","2.2","27","1.8","1949","1949","B","1","VF","Europe",""
"France","France","Franc (1795-1959)","50","F# 425","N# 712","50 Francs","Standard circulation coin","1950-1958","Round","Copper-aluminium","8","27","2.24","1952","1952","","1","VF","Europe",""
"France","France","New franc (1960-2001)","0.01","F# 106","N# 1","1 Centime (5th republic)","Standard circulation coin","1961-2001","Round","Stainless steel","1.65","15","1.45","1965","1965","","1","XF","Europe",""
"France","France","New franc (1960-2001)","0.05","F# 124","N# 689","5 Centimes (5th republic)","Standard circulation coin","1960-1964","Round","Stainless steel","3.4","19","1.87","1963","1963","","1","XF","Europe",""
"France","France","New franc (1960-2001)","0.05","F# 125","N# 2","5 Centimes","Standard circulation coin","1966-2001","Round","Copper-aluminium","2","17","1.3","1969","1969","","1","VF","Europe",""
"France","France","New franc (1960-2001)","0.1","KM# 929","N# 3","10 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","3","20","1.41","1987","1987","","1","VF","Europe",""
"France","France","New franc (1960-2001)","0.2","F# 156","N# 4","20 Centimes","Standard circulation coin","1962-2001","Round","Copper-aluminium","4","23.5","1.4","1987","1987","","1","VF","Europe",""
